Skecos6	K06685
Skemar97165	K14805
Skemar97168	K05658
Skemar97169	K03762
Skemar97184	K17619
Skemar97216	K13830
Skemar97221	K11490
Skemar97222	K08515
Skemar97228	K13111
Skemar97230	K03283
Skemar97253	K03108
Skemar97261	K15275
Skemen3	K00020
Skemen4	K03100
Skemen6	K00939
Skemen61	K07198
Skemen76	K12418
Skemen79	K11584
Skemen80	K06027
Skemen81	K03660
Skemen85	K12572
Skemen87	K14286
Skemen89	K03144
Skemen90	K15292
Skemen102	K15340
Skemen110	K01254
Skemen112	K10747
Skemen121	K02912
Skemen127	K12198
Skemen136	K07376
Skemen171	K00235
Skemen183	K06127
Skemen185	K09493
Skemen186	K09838
Skemen190	K01698
Skemen200	K08956
Skemen204	K12946
Skemen205	K10960
Skemen207	K07374
Skemen210	K15178
Skemen211	K02155
Skemen216	K00472
Skemen217	K00759
Skemen221	K00820
Skemen226	K02865
Skemen232	K01858
Skemen242	K17989
Skemen249	K08963
Skemen255	K12321
Skemen266	K01893
Skemen268	K17339
Skemen275	K11824
Skemen280	K09613
Skemen300	K15223
Skemen302	K03404
Skemen306	K01534
Skemen307	K10844
Skemen308	K05289
Skemen330	K00472
Skemen340	K12858
Skemen342	K06013
Skemen345	K01262
Skemen346	K08266
Skemen356	K11338
Skemen357	K11322
Skemen373	K17605
Skemen377	K00914
Skemen380	K12373
Skemen388	K06173
Skemen393	K12843
Skemen400	K02732
Skemen406	K01889
Skemen410	K12392
Skemen414	K01597
Skemen419	K01897
Skemen420	K08959
Skemen421	K17279
Skemen422	K16794
Skemen427	K01676
Skemen430	K03110
Skemen431	K08794
Skemen436	K14005
Skemen437	K02703
Skemen439	K03032
Skemen472	K03521
Skemen478	K06171
Skemen479	K13535
Skemen486	K03235
Skemen491	K12622
Skemen498	K12862
Skemen501	K12606
Skemen502	K01609
Skemen503	K11121
Skemen509	K00891
Skemen518	K01834
Skemen522	K03022
Skemen526	K01255
Skemen529	K02717
Skemen538	K01247
Skemen570	K11136
Skemen571	K03564
Skemen572	K03189
Skemen577	K01006
Skemen578	K03107
Skemen582	K00010
Skemen588	K12621
Skemen589	K07513
Skemen590	K00128
Skemen591	K00847
Skemen595	K01835
Skemen596	K08293
Skemen608	K01490
Skemen618	K08876
Skemen619	K10405
Skemen624	K00889
Skemen625	K18041
Skemen626	K02437
Skemen627	K11724
Skemen632	K03509
Skemen637	K04564
Skemen638	K10756
Skemen642	K01890
Skemen645	K04040
Skemen654	K03038
Skemen657	K00222
Skemen659	K01892
Skemen663	K03033
Skemen666	K09550
Skemen670	K00432
Skemen672	K12394
Skemen673	K03530
Skemen698	K10746
Skemen699	K03696
Skemen701	K15356
Skemen711	K11087
Skemen717	K03575
Skemen718	K12614
Skemen719	K11314
Skemen722	K12304
Skemen727	K01142
Skemen730	K10258
Skemen732	K08860
Skemen760	K00681
Skemen768	K02895
Skemen777	K12389
Skemen778	K00231
Skemen782	K01256
Skemen786	K17785
Skemen792	K10577
Skemen804	K13024
Skemen808	K10777
Skemen809	K00059
Skemen826	K04532
Skemen854	K02641
Skemen855	K01830
Skemen857	K07953
Skemen858	K02133
Skemen859	K03036
Skemen861	K01354
Skemen864	K15175
Skemen865	K07243
Skemen871	K03644
Skemen873	K08504
Skemen877	K03428
Skemen886	K12850
Skemen890	K12624
Skemen918	K03686
Skemen923	K11096
Skemen931	K10873
Skemen935	K01599
Skemen942	K00413
Skemen946	K02901
Skemen948	K10688
Skemen958	K00616
Skemen964	K10405
Skemen966	K04345
Skemen970	K15275
Skemen993	K10736
Skemen996	K17255
Skemen1002	K13336
Skemen1003	K06995
Skemen1016	K00898
Skemen1018	K14312
Skemen1029	K01410
Skemen1040	K03372
Skemen1050	K06173
Skemen1055	K12870
Skemen1056	K01854
Skemen1059	K02372
Skemen1060	K00344
Skemen1065	K01101
Skemen1078	K03648
Skemen1080	K12856
Skemen1085	K13115
Skemen1091	K02876
Skemen1103	K02866
Skemen1104	K02150
Skemen1105	K02957
Skemen1106	K03531
Skemen1108	K07112
Skemen1117	K09500
Skemen1118	K03031
Skemen1123	K00856
Skemen1127	K00927
Skemen1129	K07937
Skemen1130	K04078
Skemen1131	K17065
Skemen1132	K01885
Skemen1135	K00213
Skemen1136	K02357
Skemen1138	K16803
Skemen1139	K02293
Skemen1141	K01537
Skemen1167	K10756
Skemen1171	K03676
Skemen1174	K00863
Skemen1181	K00057
Skemen1189	K10884
Skemen1191	K05293
Skemen1193	K03754
Skemen1196	K10427
Skemen1212	K02910
Skemen1232	K15276
Skemen1235	K00645
Skemen1241	K00927
Skemen1243	K03008
Skemen1245	K10436
Skemen1251	K10601
Skemen1260	K10956
Skemen1265	K13101
Skemen1266	K15272
Skemen1273	K07910
Skemen1278	K03574
Skemen1280	K01784
Skemen1282	K10873
Skemen1285	K15033
Skemen1292	K07015
Skemen1299	K11419
Skemen1300	K01834
Skemen1301	K02704
Skemen1317	K07002
Skemen1331	K03349
Skemen1337	K02729
Skemen1342	K02879
Skemen1348	K09523
Skemen1353	K00671
Skemen1354	K00648
Skemen1362	K04078
Skemen1364	K00134
Skemen1366	K00930
Skemen1367	K04488
Skemen1372	K01120
Skemen1375	K00873
Skemen1376	K01210
Skemen1378	K01201
Skemen1403	K00164
Skemen1412	K04523
Skemen1414	K15100
Skemen1415	K03671
Skemen1422	K02908
Skemen1427	K07199
Skemen1432	K02641
Skemen1433	K02734
Skemen1443	K00953
Skemen1447	K00328
Skemen1448	K12657
Skemen1457	K06100
Skemen1466	K03108
Skemen1486	K17973
Skemen1500	K02183
Skemen1504	K12397
Skemen1514	K01578
Skemen1515	K01736
Skemen1516	K11268
Skemen1518	K07195
Skemen1528	K00133
Skemen1535	K00729
Skemen1538	K09250
Skemen1539	K02730
Skemen1545	K03845
Skemen1546	K00432
Skemen1549	K02942
Skemen1550	K02978
Skemen1554	K01256
Skemen1561	K04797
Skemen1564	K13138
Skemen1588	K13993
Skemen1593	K01414
Skemen1595	K00548
Skemen1606	K02864
Skemen1608	K12874
Skemen1611	K03969
Skemen1612	K08735
Skemen1623	K01897
Skemen1624	K00799
Skemen1625	K02949
Skemen1649	K02209
Skemen1674	K03531
Skemen1677	K02727
Skemen1680	K12620
Skemen1688	K02542
Skemen1693	K12189
Skemen1697	K03097
Skemen1702	K01595
Skemen1708	K14309
Skemen1719	K05292
Skemen1728	K01551
Skemen1730	K13099
Skemen1731	K18156
Skemen1733	K18192
Skemen1740	K01183
Skemen1752	K15029
Skemen1756	K01166
Skemen1764	K12402
Skemen1771	K15710
Skemen1783	K01303
Skemen1784	K03680
Skemen1804	K03661
Skemen1806	K01183
Skemen1808	K05658
Skemen1810	K01517
Skemen1812	K00264
Skemen1817	K03553
Skemen1819	K06890
Skemen1823	K10047
Skemen1830	K12196
Skemen1841	K18106
Skemen1842	K00286
Skemen1846	K03671
Skemen1859	K15979
Skemen1860	K01802
Skemen1881	K00970
Skemen1889	K00228
Skemen1891	K03885
Skemen1896	K09415
Skemen1898	K14944
Skemen1912	K17292
Skemen1917	K06970
Skemen1926	K17498
Skemen1935	K03679
Skemen1940	K12381
Skemen1957	K03136
Skemen1958	K00627
Skemen1962	K14402
Skemen1971	K15634
Skemen1973	K17985
Skemen1976	K11968
Skemen1978	K00624
Skemen1979	K01899
Skemen1980	K07300
Skemen1981	K00868
Skemen1982	K13525
Skemen1984	K10395
Skemen1991	K12599
Skemen1992	K02924
Skemen2004	K06911
Skemen2005	K02947
Skemen2006	K01652
Skemen2011	K01735
Skemen2017	K00218
Skemen2021	K00416
Skemen2022	K17302
Skemen2032	K08776
Skemen2034	K03030
Skemen2051	K09549
Skemen2055	K01810
Skemen2063	K03035
Skemen2069	K03094
Skemen2074	K14376
Skemen2090	K07904
Skemen2097	K03564
Skemen2108	K01809
Skemen2113	K01835
Skemen2115	K03341
Skemen2122	K11836
Skemen2124	K17553
Skemen2126	K02087
Skemen2140	K02971
Skemen2141	K00914
Skemen2144	K12244
Skemen2161	K03798
Skemen2181	K10696
Skemen2192	K00799
Skemen2194	K03354
Skemen2197	K02705
Skemen2201	K07253
Skemen2203	K12857
Skemen2204	K12861
Skemen2211	K03849
Skemen2212	K07204
Skemen2225	K06942
Skemen2230	K01456
Skemen2235	K13237
Skemen2240	K15078
Skemen2254	K12403
Skemen2270	K03347
Skemen2272	K03955
Skemen2273	K00670
Skemen2274	K18170
Skemen2276	K14489
Skemen2277	K08679
Skemen2279	K10582
Skemen2284	K01358
Skemen2286	K08142
Skemen2299	K10473
Skemen2305	K02889
Skemen2327	K09966
Skemen2334	K01803
Skemen2337	K00801
Skemen2338	K05315
Skemen2355	K03953
Skemen2356	K11976
Skemen2376	K13220
Skemen2380	K01770
Skemen2381	K02221
Skemen2382	K08678
Skemen2392	K10643
Skemen2396	K10610
Skemen2403	K02575
Skemen2407	K13811
Skemen2427	K00640
Skemen2428	K03004
Skemen2433	K02735
Skemen2439	K00710
Skemen2441	K17983
Skemen2443	K10598
Skemen2445	K01937
Skemen2452	K11274
Skemen2456	K02258
Skemen2470	K01078
Skemen2474	K11713
Skemen2489	K08337
Skemen2491	K11262
Skemen2494	K01784
Skemen2497	K06676
Skemen2503	K11519
Skemen2505	K03949
Skemen2508	K01624
Skemen2510	K03116
Skemen2513	K09578
Skemen2515	K02320
Skemen2518	K17822
Skemen2526	K17263
Skemen2531	K08262
Skemen2533	K13125
Skemen2542	K10755
Skemen2544	K03011
Skemen2545	K02974
Skemen2551	K06685
Skemen2573	K00236
Skemen2576	K15634
Skemen2577	K13171
Skemen2586	K10949
Skemen2588	K13107
Skemen2597	K17972
Skemen2598	K09496
Skemen2603	K08850
Skemen2605	K12185
Skemen2610	K14015
Skemen2611	K06693
Skemen2617	K06628
Skemen2620	K04799
Skemen2623	K10768
Skemen2632	K00799
Skemen2638	K13525
Skemen2651	K12871
Skemen2678	K07575
Skemen2681	K16056
Skemen2685	K11126
Skemen2687	K12816
Skemen2690	K12842
Skemen2709	K00823
Skemen2721	K14753
Skemen2723	K00888
Skemen2731	K02882
Skemen2734	K06875
Skemen2738	K01115
Skemen2739	K00611
Skemen2744	K03403
Skemen2746	K00765
Skemen2747	K12948
Skemen2749	K05034
Skemen2751	K04382
Skemen2754	K14292
Skemen2759	K08906
Skemen2762	K02639
Skemen2764	K01802
Skemen2767	K01336
Skemen2769	K01834
Skemen2773	K01507
Skemen2796	K03453
Skemen2798	K03178
Skemen2807	K14682
Skemen2809	K03941
Skemen2810	K14007
Skemen2814	K04615
Skemen2833	K03006
Skemen2835	K04794
Skemen2838	K06675
Skemen2842	K14709
Skemen2853	K11971
Skemen2857	K04123
Skemen2866	K08866
Skemen2869	K17086
Skemen2870	K01243
Skemen2879	K07942
Skemen2880	K15296
Skemen2912	K11793
Skemen2924	K01555
Skemen2925	K13109
Skemen2926	K04564
Skemen2944	K10418
Skemen2945	K06207
Skemen2946	K08903
Skemen2949	K03965
Skemen2950	K08246
Skemen2953	K10839
Skemen2955	K12197
Skemen2959	K02136
Skemen2961	K03265
Skemen2967	K01265
Skemen2968	K10743
Skemen2972	K07238
Skemen2975	K00655
Skemen2977	K03065
Skemen2978	K15276
Skemen2997	K10704
Skemen2999	K08869
Skemen3010	K07874
Skemen3011	K17759
Skemen3020	K06942
Skemen3021	K11275
Skemen3028	K02212
Skemen3034	K01735
Skemen3042	K12844
Skemen3063	K01598
Skemen3094	K08869
Skemen3097	K02554
Skemen3099	K09667
Skemen3102	K14525
Skemen3105	K14950
Skemen3114	K09602
Skemen3115	K01870
Skemen3116	K05539
Skemen3123	K10728
Skemen3129	K12190
Skemen3152	K01873
Skemen3166	K13800
Skemen3178	K11654
Skemen3179	K08770
Skemen3185	K14299
Skemen3189	K15423
Skemen3190	K00052
Skemen3191	K02115
Skemen3194	K00948
Skemen3195	K00761
Skemen3196	K08790
Skemen3197	K12605
Skemen3201	K02885
Skemen3202	K02134
Skemen3204	K13120
Skemen3207	K15177
Skemen3209	K12883
Skemen3211	K12178
Skemen3213	K00162
Skemen3217	K00919
Skemen3218	K13137
Skemen3245	K00605
Skemen3253	K07025
Skemen3259	K07952
Skemen3263	K07393
Skemen3270	K13253
Skemen3272	K08336
Skemen3277	K15382
Skemen3279	K02898
Skemen3280	K01092
Skemen3281	K03163
Skemen3283	K01908
Skemen3296	K11292
Skemen3311	K03470
Skemen3333	K11412
Skemen3339	K06980
Skemen3348	K00962
Skemen3355	K01602
Skemen3356	K11462
Skemen3361	K03950
Skemen3364	K04536
Skemen3367	K00254
Skemen3384	K04718
Skemen3386	K15085
Skemen3390	K02883
Skemen3391	K08098
Skemen3399	K12735
Skemen3408	K02728
Skemen3412	K02492
Skemen3414	K14404
Skemen3420	K01001
Skemen3421	K17900
Skemen3422	K01694
Skemen3425	K07977
Skemen3428	K00872
Skemen3429	K07466
Skemen3430	K09499
Skemen3432	K03687
Skemen3437	K02147
Skemen3443	K01103
Skemen3444	K06443
Skemen3447	K03037
Skemen3448	K14965
Skemen3454	K00799
Skemen3456	K11188
Skemen3460	K07735
Skemen3462	K06972
Skemen3485	K00387
Skemen3500	K04523
Skemen3510	K00940
Skemen3521	K01867
Skemen3528	K02520
Skemen3529	K02903
Skemen3530	K00600
Skemen3545	K00323
Skemen3549	K02935
Skemen3563	K05664
Skemen3570	K01082
Skemen3577	K09272
Skemen3583	K17807
Skemen3596	K07750
Skemen3604	K17430
Skemen3605	K13511
Skemen3618	K10599
Skemen3628	K11308
Skemen3631	K02934
Skemen3640	K06316
Skemen3641	K03940
Skemen3644	K03062
Skemen3649	K00615
Skemen3650	K00600
Skemen3652	K01512
Skemen3653	K01845
Skemen3656	K13998
Skemen3659	K14617
Skemen3661	K06942
Skemen3662	K15279
Skemen3665	K17609
Skemen3667	K03263
Skemen3668	K14455
Skemen3676	K17301
Skemen3678	K03671
Skemen3682	K09560
Skemen3685	K02906
Skemen3686	K12947
Skemen3689	K09486
Skemen3702	K04487
Skemen3704	K07890
Skemen3724	K00784
Skemen3738	K01872
Skemen3746	K01687
Skemen3757	K10706
Skemen3767	K09680
Skemen3770	K03458
Skemen3775	K11423
Skemen3784	K02960
Skemen3789	K14721
Skemen3791	K02356
Skemen3818	K10661
Skemen3827	K02335
Skemen3828	K12854
Skemen3833	K10570
Skemen3836	K02603
Skemen3837	K16449
Skemen3844	K11273
Skemen3854	K10865
Skemen3856	K03456
Skemen3863	K10770
Skemen3873	K03353
Skemen3876	K17497
Skemen3880	K08869
Skemen3890	K01482
Skemen3893	K08568
Skemen3900	K13339
Skemen3907	K01251
Skemen3911	K05527
Skemen3931	K05863
Skemen3937	K06067
Skemen3956	K02257
Skemen3960	K11262
Skemen3962	K08597
Skemen3972	K02325
Skemen3975	K12827
Skemen3980	K10256
Skemen3985	K03843
Skemen3993	K00486
Skemen3998	K12830
Skemen4015	K03857
Skemen4051	K06709
Skemen4054	K06066
Skemen4060	K07441
Skemen4067	K08832
Skemen4091	K01259
Skemen4116	K11986
Skemen4145	K01514
Skemen4146	K17086
Skemen4152	K00901
Skemen4167	K06058
Skemen4174	K07203
Skemen4179	K00913
Skemen4180	K03165
Skemen4181	K10846
Skemen4189	K03352
Skemen4191	K03043
Skemen4194	K08596
Skemen4198	K06158
Skemen4212	K12611
Skemen4221	K04615
Skemen4223	K00939
Skemen4230	K02227
Skemen4240	K03327
Skemen4260	K03039
Skemen4272	K04505
Skemen4294	K00208
Skemen4299	K01662
Skemen4300	K11126
Skemen4304	K11547
Skemen4305	K03453
Skemen4306	K02936
Skemen4311	K09660
Skemen4312	K00297
Skemen4315	K01934
Skemen4324	K00262
Skemen4327	K00888
Skemen4328	K08057
Skemen4329	K00940
Skemen4334	K03522
Skemen4338	K11488
Skemen4340	K14970
Skemen4342	K00820
Skemen4380	K00640
Skemen4386	K00326
Skemen4397	K08342
Skemen4402	K13917
Skemen4406	K12819
Skemen4413	K08293
Skemen4421	K10843
Skemen4427	K00384
Skemen4449	K02224
Skemen4458	K02149
Skemen4463	K08869
Skemen4464	K15631
Skemen4466	K12737
Skemen4470	K10739
Skemen4473	K14415
Skemen4474	K11303
Skemen4505	K01520
Skemen4526	K03260
Skemen4528	K10413
Skemen4529	K00390
Skemen4531	K00248
Skemen4537	K01850
Skemen4550	K12835
Skemen4556	K10875
Skemen4559	K07300
Skemen4565	K10569
Skemen4579	K01918
Skemen4580	K08874
Skemen4584	K00809
Skemen4589	K01881
Skemen4595	K09123
Skemen4600	K14457
Skemen4602	K08775
Skemen4611	K01953
Skemen4614	K14950
Skemen4627	K12864
Skemen4629	K12191
Skemen4634	K03217
Skemen4641	K00434
Skemen4645	K17686
Skemen4647	K12817
Skemen4657	K00981
Skemen4698	K01304
Skemen4700	K00020
Skemen4707	K00006
Skemen4713	K02259
Skemen4716	K06883
Skemen4724	K01230
Skemen4731	K06620
Skemen4750	K06970
Skemen4757	K13337
Skemen4804	K03424
Skemen4812	K08596
Skemen4824	K00472
Skemen4833	K02350
Skemen4835	K12307
Skemen4843	K00784
Skemen4860	K01126
Skemen4862	K02433
Skemen4869	K00029
Skemen4870	K15287
Skemen4881	K08884
Skemen4884	K08272
Skemen4893	K17680
Skemen4902	K01738
Skemen4907	K01164
Skemen4908	K09935
Skemen4912	K08592
Skemen4919	K11886
Skemen4920	K00888
Skemen4927	K00729
Skemen4928	K10838
Skemen4930	K00503
Skemen4941	K11308
Skemen4942	K10754
Skemen4948	K03097
Skemen4955	K16302
Skemen4960	K10085
Skemen4962	K00004
Skemen4965	K10691
Skemen4969	K14289
Skemen4972	K03125
Skemen4984	K11492
Skemen4986	K03943
Skemen4988	K02148
Skemen4990	K17427
Skemen4992	K07023
Skemen4996	K10393
Skemen4999	K03869
Skemen5005	K00099
Skemen5012	K02725
Skemen5014	K12859
Skemen5022	K10578
Skemen5024	K06632
Skemen5028	K12834
Skemen5030	K03859
Skemen5031	K13960
Skemen5032	K18172
Skemen5036	K05290
Skemen5039	K15849
Skemen5054	K01288
Skemen5062	K08269
Skemen5076	K17900
Skemen5172	K02954
Skemen5178	K08827
Skemen5191	K05906
Skemen5197	K11094
Skemen5240	K02144
Skemen5246	K10695
Skemen5250	K08675
Skemen5256	K08737
Skemen5264	K00599
Skemen5271	K08734
Skemen5273	K17500
Skemen5281	K17681
Skemen5284	K01190
Skemen5299	K11490
Skemen5303	K10891
Skemen5321	K11324
Skemen5326	K10730
Skemen5331	K10357
Skemen5337	K14297
Skemen5339	K06125
Skemen5343	K05665
Skemen5348	K01895
Skemen5351	K15255
Skemen5353	K14963
Skemen5366	K14298
Skemen5369	K14411
Skemen5373	K00281
Skemen5375	K00991
Skemen5379	K02155
Skemen5381	K05546
Skemen5399	K10686
Skemen5408	K06631
Skemen5419	K14962
Skemen5430	K09595
Skemen5434	K14319
Skemen5450	K14618
Skemen5456	K10666
Skemen5461	K03083
Skemen5468	K09614
Skemen5487	K07393
Skemen5494	K02108
Skemen5502	K06640
Skemen5510	K01057
Skemen5512	K11366
Skemen5539	K13108
Skemen5570	K11717
Skemen5573	K03654
Skemen5593	K00078
Skemen5595	K01785
Skemen5608	K11839
Skemen5609	K14012
Skemen5613	K03841
Skemen5614	K09495
Skemen5616	K02736
Skemen5617	K13094
Skemen5618	K01358
Skemen5632	K10295
Skemen5637	K02434
Skemen5646	K13091
Skemen5655	K05954
Skemen5707	K11275
Skemen5708	K00604
Skemen5710	K02892
Skemen5716	K03070
Skemen5726	K12393
Skemen5734	K08902
Skemen5748	K10206
Skemen5760	K00472
Skemen5762	K10364
Skemen5779	K10627
Skemen5780	K05294
Skemen5781	K01895
Skemen5787	K12489
Skemen5793	K01620
Skemen5796	K12900
Skemen5797	K11204
Skemen5805	K01649
Skemen5806	K05868
Skemen5810	K00624
Skemen5834	K16055
Skemen5837	K00901
Skemen5846	K03665
Skemen5853	K10798
Skemen5886	K16743
Skemen5888	K12188
Skemen5904	K13338
Skemen5910	K01519
Skemen5928	K12818
Skemen5931	K00558
Skemen5932	K13144
Skemen5933	K03404
Skemen5936	K13116
Skemen5938	K02551
Skemen5942	K08333
Skemen5943	K01007
Skemen5950	K15109
Skemen5956	K00134
Skemen5959	K11548
Skemen5960	K03017
Skemen5961	K09568
Skemen5962	K02155
Skemen5965	K15732
Skemen5973	K08517
Skemen5978	K01915
Skemen5979	K01120
Skemen5983	K10738
Skemen5984	K11155
Skemen5985	K11068
Skemen6002	K10875
Skemen6004	K12847
Skemen6010	K02367
Skemen6035	K18270
Skemen6046	K13830
Skemen6076	K03885
Skemen6081	K10779
Skemen6082	K01950
Skemen6092	K08490
Skemen6094	K12867
Skemen6100	K12447
Skemen6116	K13525
Skemen6118	K00993
Skemen6121	K06269
Skemen6123	K01507
Skemen6124	K02838
Skemen6130	K03015
Skemen6131	K03841
Skemen6133	K05016
Skemen6135	K00507
Skemen6143	K03773
Skemen6148	K06269
Skemen6149	K12826
Skemen6150	K06674
Skemen6152	K11254
Skemen6168	K02692
Skemen6174	K03783
Skemen6179	K12832
Skemen6182	K03145
Skemen6215	K17907
Skemen6222	K14403
Skemen6232	K15206
Skemen6235	K15544
Skemen6237	K03239
Skemen6261	K01014
Skemen6282	K12492
Skemen6300	K12180
Skemen6316	K12840
Skemen6345	K10589
Skemen6348	K13076
Skemen6359	K01507
Skemen6360	K17600
Skemen6361	K01869
Skemen6365	K08515
Skemen6380	K15289
Skemen6395	K03511
Skemen6399	K15287
Skemen6401	K15109
Skemen6408	K00873
Skemen6409	K13754
Skemen6412	K06678
Skemen6413	K01887
Skemen6414	K07204
Skemen6421	K03348
Skemen6424	K08333
Skemen6426	K15362
Skemen6427	K11840
Skemen6429	K06941
Skemen6432	K10742
Skemen6437	K06916
Skemen6439	K01148
Skemen6442	K01764
Skemen6449	K12396
Skemen6456	K06969
Skemen6457	K06672
Skemen6462	K07542
Skemen6474	K02324
Skemen6479	K11885
Skemen6482	K01581
Skemen6485	K02604
Skemen6490	K12811
Skemen6497	K16578
Skemen6507	K05941
Skemen6508	K11502
Skemen6521	K07936
Skemen6528	K13628
Skemen6533	K00967
Skemen6552	K03164
Skemen6575	K00731
Skemen6578	K10586
Skemen6604	K07497
Skemen6634	K00850
Skemen6651	K14347
Skemen6653	K08994
Skemen6669	K06892
Skemen6688	K03715
Skemen6713	K00457
Skemen6716	K12879
Skemen6741	K00225
Skemen6742	K01130
Skemen6744	K12852
Skemen6745	K12623
Skemen6746	K02927
Skemen6748	K07152
Skemen6749	K08955
Skemen6750	K00787
Skemen6751	K02955
Skemen6753	K11718
Skemen6756	K06944
Skemen6760	K03403
Skemen6771	K06633
Skemen6773	K14972
Skemen6777	K15174
Skemen6779	K18158
Skemen6780	K12878
Skemen6796	K05305
Skemen6804	K04802
Skemen6806	K10901
Skemen6809	K07588
Skemen6813	K03696
Skemen6816	K00170
Skemen6824	K09834
Skemen6840	K00102
Skemen6846	K16569
Skemen6848	K10862
Skemen6852	K11293
Skemen6853	K02706
Skemen6855	K06877
Skemen6863	K02355
Skemen6869	K13941
Skemen6875	K01539
Skemen6882	K00995
Skemen6884	K17618
Skemen6885	K17757
Skemen6886	K01365
Skemen6888	K01090
Skemen6889	K15283
Skemen6890	K00999
Skemen6933	K03064
Skemen6937	K00012
Skemen6941	K01514
Skemen6944	K09529
Skemen6945	K11093
Skemen6946	K02518
Skemen6951	K04460
Skemen6952	K08678
Skemen6954	K02900
Skemen6973	K02180
Skemen6982	K02978
Skemen6986	K11517
Skemen6996	K00789
Skemen7003	K14964
Skemen7013	K02295
Skemen7047	K12571
Skemen7060	K14399
Skemen7062	K04482
Skemen7069	K07007
Skemen7081	K10846
Skemen7101	K03574
Skemen7119	K00486
Skemen7123	K03509
Skemen7124	K00685
Skemen7129	K01477
Skemen7149	K02377
Skemen7160	K04648
Skemen7167	K07126
Skemen7170	K14696
Skemen7173	K15181
Skemen7175	K03515
Skemen7179	K02540
Skemen7184	K13111
Skemen7204	K01509
Skemen7205	K02365
Skemen7211	K11320
Skemen7214	K10592
Skemen7232	K03801
Skemen7235	K13103
Skemen7246	K13342
Skemen7248	K01230
Skemen7249	K03106
Skemen7261	K02929
Skemen7272	K00604
Skemen7274	K00134
Skemen7277	K06997
Skemen7284	K13113
Skemen7293	K15272
Skemen7298	K01893
Skemen7301	K10849
Skemen7302	K08867
Skemen7308	K06641
Skemen7310	K11295
Skemen7317	K02977
Skemen7320	K00344
Skemen7323	K14016
Skemen7326	K02985
Skemen7327	K05868
Skemen7330	K00033
Skemen7334	K14209
Skemen7349	K08744
Skemen7359	K01772
Skemen7360	K02328
Skemen7361	K15111
Skemen7370	K02720
Skemen7374	K07943
Skemen7380	K13207
Skemen7422	K07252
Skemen7431	K01637
Skemen7443	K03010
Skemen7444	K06158
Skemen7446	K03885
Skemen7458	K15109
Skemen7460	K16194
Skemen7482	K12846
Skemen7485	K00962
Skemen7490	K10426
Skemen7503	K02108
Skemen7515	K02882
Skemen7522	K01810
Skemen7537	K00228
Skemen7541	K04077
Skemen7545	K01749
Skemen7558	K00232
Skemen7560	K12179
Skemen7566	K13210
Skemen7567	K00958
Skemen7569	K17424
Skemen7572	K03321
Skemen7575	K10632
Skemen7581	K17262
Skemen7589	K12386
Skemen7599	K17601
Skemen7607	K01411
